99,"(100, 5, 100, '06FL0478', 'JP103', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P30_Et4_BC1')"
100,"(101, 5, 101, '06FL0479', 'JP104', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P30_Et4_BC1')"
101,"(102, 5, 102, '06FL0480', 'JP105', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P30_Et4_BC1')"
102,"(103, 5, 103, '06FL0481', 'JP106', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P30_Et4_BC1')"
103,"(104, 5, 104, '06FL0482', 'JP107', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P30_Et4_BC1')"
104,"(105, 5, 105, '06FL0483', 'JP108', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P30_Et4_BC1')"
105,"(106, 5, 106, '06FL0484', 'JP109', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P30_Et4_BC1')"
106,"(107, 5, 107, '06FL0485', 'JP110', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P30_Et4_BC1')"
107,"(108, 5, 108, '06FL0486', 'JP111', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P30_Et4_BC1')"
108,"(109, 5, 109, '06FL0487', 'JP112', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P30_Et4_BC1')"
109,"(110, 5, 110, '06FL0488', 'JP113', 'NULL', 'NULL', 'NULL', 'NULL', '7', u'', u'', 'Purpose: NULL || Notes: P30_Et4_BC1')"
