08GC1213_006s,08GC1213_006,08GC1213,08GC12,1851_1_2_2_11C_30710F,NULL,1851_1_2_2_11C_30710F_0401F,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2009_002,NULL,NULL
08GC1213_013s,08GC1213_013,08GC1213,08GC12,1851_1_2_2_11C_30710F,NULL,1851_1_2_2_11C_30710F_0402E,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2009_002,NULL,NULL
08GC1213_015s,08GC1213_015,08GC1213,08GC12,1851_1_2_2_11C_30710F,NULL,1851_1_2_2_11C_30710F_0402G,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2009_002,NULL,NULL
08GC1214_002s,08GC1214_002,08GC1214,08GC12,1851_1_2_2_06G_30411A,NULL,1851_1_2_2_06G_30411A_0404B,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2006_166,NULL,NULL
08GC1214_004s,08GC1214_004,08GC1214,08GC12,1851_1_2_2_06G_30411A,NULL,1851_1_2_2_06G_30411A_0404D,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2006_166,NULL,NULL
08GC1214_005s,08GC1214_005,08GC1214,08GC12,1851_1_2_2_06G_30411A,NULL,1851_1_2_2_06G_30411A_0404E,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2006_166,NULL,NULL
08GC1214_009s,08GC1214_009,08GC1214,08GC12,1851_1_2_2_06G_30411A,NULL,1851_1_2_2_06G_30411A_0405A,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2006_166,NULL,NULL
08GC1214_010s,08GC1214_010,08GC1214,08GC12,1851_1_2_2_06G_30411A,NULL,1851_1_2_2_06G_30411A_0405B,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2006_166,NULL,NULL
08GC1214_012s,08GC1214_012,08GC1214,08GC12,1851_1_2_2_06G_30411A,NULL,1851_1_2_2_06G_30411A_0405D,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2006_166,NULL,NULL
08GC1214_013s,08GC1214_013,08GC1214,08GC12,1851_1_2_2_06G_30411A,NULL,1851_1_2_2_06G_30411A_0405E,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2006_166,NULL,NULL
08GC1214_023s,08GC1214_023,08GC1214,08GC12,1851_1_2_2_06G_30411A,NULL,1851_1_2_2_06G_30411A_0406G,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2006_166,NULL,NULL
08GC1215_006s,08GC1215_006,08GC1215,08GC12,1851_1_2_2_10G_30504A,NULL,1851_1_2_2_10G_30504A_0407F,self,NULL,NULL,NULL,S11 x DK888 HIFs,NULL,2,NULL,qEt8.06 recombinants; plant source: 08CF2007_024,NULL,NULL
