08CF2003_017s,08CF2003_017,08CF2003,08CF,1851_1_2_2_04F,08CF2003,1851_1_2_2_04F_30104B,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2003_027s,08CF2003_027,08CF2003,08CF,1851_1_2_2_04F,08CF2003,1851_1_2_2_04F_30105D,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2003_033s,08CF2003_033,08CF2003,08CF,1851_1_2_2_04F,08CF2003,1851_1_2_2_04F_30106B,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2003_037s,08CF2003_037,08CF2003,08CF,1851_1_2_2_04F,08CF2003,1851_1_2_2_04F_30106F,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2003_038s,08CF2003_038,08CF2003,08CF,1851_1_2_2_04F,08CF2003,1851_1_2_2_04F_30106G,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2003_042s,08CF2003_042,08CF2003,08CF,1851_1_2_2_04F,08CF2003,1851_1_2_2_04F_30107C,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2003_046s,08CF2003_046,08CF2003,08CF,1851_1_2_2_04F,08CF2003,1851_1_2_2_04F_30107G,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2003_047s,08CF2003_047,08CF2003,08CF,1851_1_2_2_04F,08CF2003,1851_1_2_2_04F_30107H,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2003_052s,08CF2003_052,08CF2003,08CF,1851_1_2_2_04F,08CF2003,1851_1_2_2_04F_30108E,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2003_057s,08CF2003_057,08CF2003,08CF,1851_1_2_2_04F,08CF2003,1851_1_2_2_04F_30109B,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2003_060s,08CF2003_060,08CF2003,08CF,1851_1_2_2_04F,08CF2003,1851_1_2_2_04F_30109E,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2003_063s,08CF2003_063,08CF2003,08CF,1851_1_2_2_04F,08CF2003,1851_1_2_2_04F_30109H,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2003_065s,08CF2003_065,08CF2003,08CF,1851_1_2_2_04F,08CF2003,1851_1_2_2_04F_30110B,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2003_067s,08CF2003_067,08CF2003,08CF,1851_1_2_2_04F,08CF2003,1851_1_2_2_04F_30110D,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2003_068s,08CF2003_068,08CF2003,08CF,1851_1_2_2_04F,08CF2003,1851_1_2_2_04F_30110E,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2003_069s,08CF2003_069,08CF2003,08CF,1851_1_2_2_04F,08CF2003,1851_1_2_2_04F_30110F,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2003_071s,08CF2003_071,08CF2003,08CF,1851_1_2_2_04F,08CF2003,1851_1_2_2_04F_30110H,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
08CF2004_001s,08CF2004_001,08CF2004,08CF,1851_1_2_2_05C,08CF2004,1851_1_2_2_05C_30111C,self,NULL,NULL,NULL,S11 x DK888 HIF,NULL,2,NULL,dereived from 806FM(3) |,NULL,NULL
