Current_barcode,Timestamp_barcode,Weight (g),Pedigree,Row,Year,Person,Cross Type,Ear Num,Source State,Source Name,Source Year,Source Row,Population,NewStorageBox,Date Entered,Entered By,Entered Initials,Range,Purpose,Male_parent_name,male_parent_id,notes
09JR5131_003s,20140801143819,50,P5-1,5131,2009,judy_kolkman,Self,3,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5134_001s,20140801143820,42,P5-121,5134,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5134_002s,20140801143821,45,P5-121,5134,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5137_001s,20140801143822,58,P5-156,5137,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5137_002s,20140801143823,28,P5-156,5137,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5137_003s,20140801143824,30,P5-156,5137,2009,judy_kolkman,Self,3,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5138_001s,20140801143825,76,Oh43,5138,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5138_002s,20140801143826,76,Oh43,5138,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5138_003s,20140801143827,84,Oh43,5138,2009,judy_kolkman,Self,3,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5138_004s,20140801143828,90,Oh43,5138,2009,judy_kolkman,Self,4,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5140_001s,20140801143829,39,P5-5,5140,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5140_002s,20140801143830,53,P5-5,5140,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5141_001s,20140801143831,58,P5-83,5141,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5141_002s,20140801143832,51,P5-83,5141,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5141_003s,20140801143833,18,P5-83,5141,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5144_001s,20140801143834,51,P5-118,5144,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5144_002s,20140801143835,54,P5-118,5144,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5144_003s,20140801143836,8,P5-118,5144,2009,judy_kolkman,Self,3,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5145_001s,20140801143837,61,P5-110,5145,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5145_002s,20140801143838,19,P5-110,5145,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5146_001s,20140801143839,55,P5-80,5146,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5146_002s,20140801143840,45,P5-80,5146,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5146_003s,20140801143841,9,P5-80,5146,2009,judy_kolkman,Self,3,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5147_001s,20140801143842,34,P5-131,5147,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5147_002s,20140801143843,45,P5-131,5147,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5149_001s,20140801143844,14,P5-126,5149,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5202_001s,20140801143845,76,P5-71,5202,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5203_001s,20140801143846,52,P5-110,5203,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5203_002s,20140801143847,38,P5-110,5203,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5206_001s,20140801143848,30,P5-133,5206,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5206_002s,20140801143849,11,P5-133,5206,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5206_003s,20140801143850,19,P5-133,5206,2009,judy_kolkman,Self,3,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5207_001s,20140801143851,44,P5-156,5207,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5209_001s,20140801143852,94,P5-71,5209,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5209_002s,20140801143853,40,P5-71,5209,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5213_001s,20140801143854,33,P5-62,5213,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5213_002s,20140801143855,122,P5-62,5213,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR5213_003s,20140801143856,53,P5-62,5213,2009,judy_kolkman,Self,3,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6101_001s,20140801143857,26,P6-64,6101,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6102_001s,20140801143858,82,P6-149,6102,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6102_002s,20140801143859,38,P6-149,6102,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6103_001s,20140801143900,40,P6-129,6103,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6103_002s,20140801143901,71,P6-129,6103,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6104_001s,20140801143902,56,P6-131,6104,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6104_002s,20140801143903,67,P6-131,6104,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6105_001s,20140801143904,11,P6-10,6105,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6105_002s,20140801143905,51,P6-10,6105,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6107_001s,20140801143906,69,P6-140,6107,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6107_002s,20140801143907,28,P6-140,6107,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6109_001s,20140801143908,61,P6-130,6109,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6109_002s,20140801143909,56,P6-130,6109,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6109_003s,20140801143910,48,P6-130,6109,2009,judy_kolkman,Self,3,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6110_001s,20140801143911,50,P6-120,6110,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6110_002s,20140801143912,41,P6-120,6110,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6110_003s,20140801143913,57,P6-120,6110,2009,judy_kolkman,Self,3,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6111_001s,20140801143914,16,P6-85,6111,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6111_002s,20140801143915,38,P6-85,6111,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6113_001s,20140801143916,31,P6-88,6113,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6113_002s,20140801143917,98,P6-88,6113,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6114_001s,20140801143918,53,P6-11,6114,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6114_002s,20140801143919,47,P6-11,6114,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6115_001s,20140801143920,47,P6-70,6115,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6115_002s,20140801143921,30,P6-70,6115,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6115_003s,20140801143922,54,P6-70,6115,2009,judy_kolkman,Self,3,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6116_001s,20140801143923,45,P6-61,6116,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6116_002s,20140801143924,68,P6-61,6116,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6116_003s,20140801143925,69,P6-61,6116,2009,judy_kolkman,Self,3,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6117_001s,20140801143926,69,P6-90,6117,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6117_002s,20140801143927,57,P6-90,6117,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6119_001s,20140801143928,33,P6-100,6119,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6120_001s,20140801143929,13,P6-49,6120,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6120_002s,20140801143930,56,P6-49,6120,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6121_001s,20140801143931,21,P6-34,6121,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6121_002s,20140801143932,4,P6-34,6121,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09jR6121_003s,20140801143933,16,P6-34,6121,2009,judy_kolkman,Self,3,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6122_001s,20140801143934,20,P6-29,6122,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6122_002s,20140801143935,50,P6-29,6122,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6122_003s,20140801143936,59,P6-29,6122,2009,judy_kolkman,Self,3,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6123_001s,20140801143937,45,P6-119,6123,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6123_002s,20140801143938,55,P6-119,6123,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6123_003s,20140801143939,43,P6-119,6123,2009,judy_kolkman,Self,3,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6124_001s,20140801143940,23,P6-38,6124,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6124_002s,20140801143941,73,P6-38,6124,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6124_003s,20140801143942,69,P6-38,6124,2009,judy_kolkman,Self,3,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6125_001s,20140801143943,45,P6-1,6125,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6125_002s,20140801143944,70,P6-1,6125,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6125_003s,20140801143945,53,P6-1,6125,2009,judy_kolkman,Self,3,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6126_001s,20140801143946,61,P6-141,6126,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6126_002s,20140801143947,36,P6-141,6126,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6126_003s,20140801143948,58,P6-141,6126,2009,judy_kolkman,Self,3,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6127_001s,20140801143949,70,Mo17,6127,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6128_001s,20140801143950,22,P6-65,6128,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6128_002s,20140801143951,15,P6-65,6128,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6129_001s,20140801143952,66,P6-134,6129,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6129_002s,20140801143953,65,P6-134,6129,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6129_003s,20140801143954,54,P6-134,6129,2009,judy_kolkman,Self,3,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6130_001s,20140801143955,13,P6-102,6130,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6130_002s,20140801143956,18,P6-102,6130,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6130_003s,20140801143957,11,P6-102,6130,2009,judy_kolkman,Self,3,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6133_001s,20140801143958,75,P6-31,6133,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6133_002s,20140801143959,77,P6-31,6133,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6133_003s,20140801144000,24,P6-31,6133,2009,judy_kolkman,Self,3,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6135_001s,20140801144001,28,P6-55,6135,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6135_002s,20140801144002,18,P6-55,6135,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6136_001s,20140801144003,18,P6-105,6136,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6136_002s,20140801144004,38,P6-105,6136,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6136_003s,20140801144005,19,P6-105,6136,2009,judy_kolkman,Self,3,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6138_001s,20140801144006,72,P6-18,6138,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6139_001s,20140801144007,55,P6-132,6139,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6139_002s,20140801144008,57,P6-132,6139,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6139_003s,20140801144009,66,P6-132,6139,2009,judy_kolkman,Self,3,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6143_001s,20140801144010,36,P6-12,6143,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6202_001s,20140801144011,36,P6-61,6202,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6204_001s,20140801144012,61,P6-90,6204,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6204_002s,20140801144013,37,P6-90,6204,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6204_003s,20140801144014,75,P6-90,6204,2009,judy_kolkman,Self,3,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6209_001s,20140801144015,78,P6-88,6209,2009,judy_kolkman,Self,1,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6209_002s,20140801144016,63,P6-88,6209,2009,judy_kolkman,Self,2,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09JR6209_003s,20140801144017,64,P6-88,6209,2009,judy_kolkman,Self,3,NULL,NULL,,,,09JR_Box001,7/24/2014,Astra Hwang,AH,,,,,
09PN0419_001s,20140801144018,117,(08A7194(B73)x 08A7192(NIL#10)),419,2009,unknown,self,1,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0419_002s,20140801144019,85,(08A7194(B73)x 08A7192(NIL#10)),419,2009,unknown,self,2,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0419_003s,20140801144020,108,(08A7194(B73)x 08A7192(NIL#10)),419,2009,unknown,self,3,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0419_004s,20140801144021,115,(08A7194(B73)x 08A7192(NIL#10)),419,2009,unknown,self,4,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0419_005s,20140801144022,99,(08A7194(B73)x 08A7192(NIL#10)),419,2009,unknown,self,5,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0419_006s,20140801144023,98,(08A7194(B73)x 08A7192(NIL#10)),419,2009,unknown,self,6,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0419_007s,20140801144024,87,(08A7194(B73)x 08A7192(NIL#10)),419,2009,unknown,self,7,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0419_008s,20140801144025,97,(08A7194(B73)x 08A7192(NIL#10)),419,2009,unknown,self,8,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0419_009s,20140801144026,111,(08A7194(B73)x 08A7192(NIL#10)),419,2009,unknown,self,9,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0419_010s,20140801144027,69,(08A7194(B73)x 08A7192(NIL#10)),419,2009,unknown,self,10,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0419_011s,20140801144028,54,(08A7194(B73)x 08A7192(NIL#10)),419,2009,unknown,self,11,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0421_001s,20140801144029,107,(08A7194(B73)x 08A7192(NIL#10)),421,2009,unknown,self,1,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0421_002s,20140801144030,123,(08A7194(B73)x 08A7192(NIL#10)),421,2009,unknown,self,2,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0421_003s,20140801144031,111,(08A7194(B73)x 08A7192(NIL#10)),421,2009,unknown,self,3,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0421_004s,20140801144032,121,(08A7194(B73)x 08A7192(NIL#10)),421,2009,unknown,self,4,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0421_005s,20140801144033,100,(08A7194(B73)x 08A7192(NIL#10)),421,2009,unknown,self,5,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0421_006s,20140801144034,77,(08A7194(B73)x 08A7192(NIL#10)),421,2009,unknown,self,6,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0421_007s,20140801144035,109,(08A7194(B73)x 08A7192(NIL#10)),421,2009,unknown,self,7,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0421_008s,20140801144036,126,(08A7194(B73)x 08A7192(NIL#10)),421,2009,unknown,self,8,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0421_009s,20140801144037,99,(08A7194(B73)x 08A7192(NIL#10)),421,2009,unknown,self,9,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0421_010s,20140801144038,95,(08A7194(B73)x 08A7192(NIL#10)),421,2009,unknown,self,10,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0421_011s,20140801144039,76,(08A7194(B73)x 08A7192(NIL#10)),421,2009,unknown,self,11,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0421_012s,20140801144040,92,(08A7194(B73)x 08A7192(NIL#10)),421,2009,unknown,self,12,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0421_013s,20140801144041,62,(08A7194(B73)x 08A7192(NIL#10)),421,2009,unknown,self,13,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0421_014s,20140801144042,45,(08A7194(B73)x 08A7192(NIL#10)),421,2009,unknown,self,14,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0422_001s,20140801144043,81,,422,2009,unknown,self,1,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0422_002s,20140801144044,102,,422,2009,unknown,self,2,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0422_003s,20140801144045,13,,422,2009,unknown,self,3,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0422_004s,20140801144046,125,,422,2009,unknown,self,4,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0422_005s,20140801144047,62,,422,2009,unknown,self,5,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0422_006s,20140801144048,29,,422,2009,unknown,self,6,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0422_007s,20140801144049,46,,422,2009,unknown,self,7,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0422_008s,20140801144050,93,,422,2009,unknown,self,8,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0422_009s,20140801144051,99,,422,2009,unknown,self,9,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0422_010s,20140801144052,70,,422,2009,unknown,self,10,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0422_011s,20140801144053,34,,422,2009,unknown,self,11,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0422_012s,20140801144054,107,,422,2009,unknown,self,12,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0422_013s,20140801144055,47,,422,2009,unknown,self,13,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0422_014s,20140801144056,83,,422,2009,unknown,self,14,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0422_016s,20140801144057,107,,422,2009,unknown,self,16,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0422_017s,20140801144058,86,,422,2009,unknown,self,17,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0423_001s,20140801144059,95,(08A7190(B73)x 08A7192(NIL#10)),423,2009,unknown,self,1,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0423_002s,20140801144100,81,(08A7190(B73)x 08A7192(NIL#10)),423,2009,unknown,self,2,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
09PN0423_003s,20140801144101,67,(08A7190(B73)x 08A7192(NIL#10)),423,2009,unknown,self,3,NULL,NULL,,,,09PN_Box002,7/24/2014,Amanda Sajewski,AS,,,,,
