08PT0117,.,08PT,(B73+Ames 21889)BC4S2,Z036E0069,NULL,07PR146501A,16,59,5,2,12,A,NULL,Trial,packet # 41,10
08PT0118,.,08PT,(B73+Ames 21889)BC4S2,Z036E0006,NULL,07PR139201A,16,59,5,2,12,A,NULL,Trial,packet # 4,10
08PT0119,.,08PT,(B73+Ames 21889)BC4S2,Z036E0001,NULL,07PR138701A,16,60,5,2,12,A,NULL,Trial,packet # 1,10
08PT0120,.,08PT,(B73+Ames 21889)BC4S2,Z036E0063,NULL,07PR145901A,16,60,5,2,12,A,NULL,Trial,packet # 39,10
08PT0121,.,08PT,(B73+Ames 21785)BC4S2,Z032E0078,NULL,07PR156301A,16,61,1,1,12,B,NULL,Trial,packet # 95,10
08PT0122,.,08PT,(B73+Ames 21785)BC4S2,Z032E0032,NULL,07PR151501A,16,61,1,1,12,B,NULL,Trial,packet # 69,10
08PT0123,.,08PT,(B73+Ames 21785)BC4S2,Z032E0040,NULL,07PR152301A,16,62,1,1,12,B,NULL,Trial,packet # 74,10
08PT0124,.,08PT,(B73+Ames 21785)BC4S2,Z032E0016,NULL,07PR149901A,16,62,1,1,12,B,NULL,Trial,packet # 59,10
08PT0125,.,08PT,B73,NULL,NULL,07FG116101,16,63,1,1,12,B,NULL,Check,NULL,10
08PT0126,.,08PT,(B73+Ames 21785)BC4S2,Z032E0075,NULL,07PR156001A,16,63,1,1,12,B,NULL,Trial,packet # 93,10
08PT0127,.,08PT,(B73+Ames 21785)BC4S2,Z032E0076,NULL,07PR156101A,16,64,1,1,12,B,NULL,Trial,packet # 94,10
08PT0128,.,08PT,(B73+Ames 21785)BC4S2,Z032E0073,NULL,07PR155801A,16,64,1,1,12,B,NULL,Trial,packet # 92,10
08PT0129,.,08PT,(B73+Ames 21785)BC4S2,Z032E0009,NULL,07PR149201A,16,65,1,1,12,B,NULL,Trial,packet # 54,10
08PT0130,.,08PT,B73,NULL,NULL,07FG116101,16,65,1,1,12,B,NULL,Check,NULL,10
08PT0131,.,08PT,(B73+Ames 21785)BC4S2,Z032E0021,NULL,07PR150401A,16,66,1,1,12,B,NULL,Trial,packet # 63,10
08PT0132,.,08PT,(B73+Ames 21785)BC4S2,Z032E0066,NULL,07PR155001A,16,66,1,1,12,B,NULL,Trial,packet # 88,10
08PT0133,.,08PT,(B73+Ames 21785)BC4S2,Z032E0060,NULL,07PR154301A,16,67,2,1,12,B,NULL,Trial,packet # 84,10
08PT0134,.,08PT,(B73+Ames 21785)BC4S2,Z032E0064,NULL,07PR154801A,16,67,2,1,12,B,NULL,Trial,packet # 87,10
08PT0135,.,08PT,(B73+Ames 21785)BC4S2,Z032E0036,NULL,07PR151901A,16,68,2,1,12,B,NULL,Trial,packet # 71,10
08PT0136,.,08PT,B73,NULL,NULL,07FG116101,16,68,2,1,12,B,NULL,Check,NULL,10
08PT0137,.,08PT,(B73+Ames 21785)BC4S2,Z032E0093,NULL,07PR157901A,16,69,2,1,12,B,NULL,Trial,packet # 86,10
08PT0138,.,08PT,(B73+Ames 21785)BC4S2,Z032E0030,NULL,07PR151301A,16,69,2,1,12,B,NULL,Trial,packet # 68,10
08PT0139,.,08PT,(B73+Ames 21785)BC4S2,Z032E0047,NULL,07PR153001A,16,70,2,1,12,B,NULL,Trial,packet # 78,10
08PT0140,.,08PT,B73,NULL,NULL,07FG116101,16,70,2,1,12,B,NULL,Check,NULL,10
08PT0141,.,08PT,(B73+Ames 21785)BC4S2,Z032E0086,NULL,07PR157101A,16,71,2,1,12,B,NULL,Trial,packet # 99,10
08PT0142,.,08PT,(B73+Ames 21785)BC4S2,Z032E0025,NULL,07PR150801A,16,71,2,1,12,B,NULL,Trial,packet # 65,10
08PT0143,.,08PT,(B73+Ames 21785)BC4S2,Z032E0072,NULL,07PR155601A,16,72,2,1,12,B,NULL,Trial,packet # 91,10
08PT0144,.,08PT,(B73+Ames 21785)BC4S2,Z032E0020,NULL,07PR150301A,16,72,2,1,12,B,NULL,Trial,packet # 62,10
08PT0145,.,08PT,(B73+Ames 21785)BC4S2,Z032E0022,NULL,07PR150501A,16,73,3,1,12,B,NULL,Trial,packet # 64,10
08PT0146,.,08PT,(B73+Ames 21785)BC4S2,Z032E0084,NULL,07PR156901A,16,73,3,1,12,B,NULL,Trial,packet # 98,10
08PT0147,.,08PT,(B73+Ames 21785)BC4S2,Z032E0045,NULL,07PR152801A,17,73,3,1,12,B,NULL,Trial,packet # 77,10
08PT0148,.,08PT,(B73+Ames 21785)BC4S2,Z032E0068,NULL,07PR155201A,17,73,3,1,12,B,NULL,Trial,packet # 89,10
08PT0149,.,08PT,(B73+Ames 21785)BC4S2,Z032E0012,NULL,07PR149501A,17,72,3,1,12,B,NULL,Trial,packet # 56,10
08PT0150,.,08PT,(B73+Ames 21785)BC4S2,Z032E0061,NULL,07PR154401A,17,72,3,1,12,B,NULL,Trial,packet # 85,10
08PT0151,.,08PT,(B73+Ames 21785)BC4S2,Z032E0013,NULL,07PR149601A,17,71,3,1,12,B,NULL,Trial,packet # 57,10
08PT0152,.,08PT,(B73+Ames 21785)BC4S2,Z032E0092,NULL,07PR157801A,17,71,3,1,12,B,NULL,Trial,packet # 97,10
08PT0153,.,08PT,B73,NULL,NULL,07FG116101,17,70,3,1,12,B,NULL,Check,NULL,10
08PT0154,.,08PT,(B73+Ames 21785)BC4S2,Z032E0006,NULL,07PR148901A,17,70,3,1,12,B,NULL,Trial,packet # 52,10
08PT0155,.,08PT,B73,NULL,NULL,07FG116101,17,69,3,1,12,B,NULL,Check,NULL,10
08PT0156,.,08PT,(B73+Ames 21785)BC4S2,Z032E0088,NULL,07PR157301A,17,69,3,1,12,B,NULL,Trial,packet # 100,10
08PT0157,.,08PT,(B73+Ames 21785)BC4S2,Z032E0005,NULL,07PR148801A,17,68,4,1,12,B,NULL,Trial,packet # 51,10
08PT0158,.,08PT,(B73+Ames 21785)BC4S2,Z032E0056,NULL,07PR153901A,17,68,4,1,12,B,NULL,Trial,packet # 82,10
08PT0159,.,08PT,(B73+Ames 21785)BC4S2,Z032E0007,NULL,07PR149001A,17,67,4,1,12,B,NULL,Trial,packet # 53,10
08PT0160,.,08PT,(B73+Ames 21785)BC4S2,Z032E0011,NULL,07PR149401A,17,67,4,1,12,B,NULL,Trial,packet # 55,10
08PT0161,.,08PT,B73,NULL,NULL,07FG116101,17,66,4,1,12,B,NULL,Check,NULL,10
08PT0162,.,08PT,(B73+Ames 21785)BC4S2,Z032E0070,NULL,07PR155401A,17,66,4,1,12,B,NULL,Trial,packet # 90,10
08PT0163,.,08PT,(B73+Ames 21785)BC4S2,Z032E0019,NULL,07PR150201A,17,65,4,1,12,B,NULL,Trial,packet # 61,10
08PT0164,.,08PT,(B73+Ames 21785)BC4S2,Z032E0017,NULL,07PR150001A,17,65,4,1,12,B,NULL,Trial,packet # 60,10
08PT0165,.,08PT,(B73+Ames 21785)BC4S2,Z032E0041,NULL,07PR152401A,17,64,4,1,12,B,NULL,Trial,packet # 75,10
08PT0166,.,08PT,(B73+Ames 21785)BC4S2,Z032E0015,NULL,07PR149801A,17,64,4,1,12,B,NULL,Trial,packet # 58,10
08PT0167,.,08PT,(B73+Ames 21785)BC4S2,Z032E0037,NULL,07PR152001A,17,63,4,1,12,B,NULL,Trial,packet # 72,10
08PT0168,.,08PT,B73,NULL,NULL,07FG116101,17,63,4,1,12,B,NULL,Check,NULL,10
08PT0169,.,08PT,(B73+Ames 21785)BC4S2,Z032E0039,NULL,07PR152201A,17,62,5,1,12,B,NULL,Trial,packet # 73,10
08PT0170,.,08PT,(B73+Ames 21785)BC4S2,Z032E0043,NULL,07PR152601A,17,62,5,1,12,B,NULL,Trial,packet # 76,10
08PT0171,.,08PT,(B73+Ames 21785)BC4S2,Z032E0049,NULL,07PR153201A,17,61,5,1,12,B,NULL,Trial,packet # 79,10
08PT0172,.,08PT,(B73+Ames 21785)BC4S2,Z032E0028,NULL,07PR151101A,17,61,5,1,12,B,NULL,Trial,packet # 67,10
08PT0173,.,08PT,B73,NULL,NULL,07FG116101,17,60,5,1,12,B,NULL,Check,NULL,10
08PT0174,.,08PT,(B73+Ames 21785)BC4S2,Z032E0053,NULL,07PR153601A,17,60,5,1,12,B,NULL,Trial,packet # 80,10
08PT0175,.,08PT,(B73+Ames 21785)BC4S2,Z032E0054,NULL,07PR153701A,17,59,5,1,12,B,NULL,Trial,packet # 81,10
08PT0176,.,08PT,B73,NULL,NULL,07FG116101,17,59,5,1,12,B,NULL,Check,NULL,10
08PT0177,.,08PT,(B73+Ames 21785)BC4S2,Z032E0058,NULL,07PR154101A,17,58,5,1,12,B,NULL,Trial,packet # 83,10
08PT0178,.,08PT,(B73+Ames 21785)BC4S2,Z032E0034,NULL,07PR151701A,17,58,5,1,12,B,NULL,Trial,packet # 70,10
08PT0179,.,08PT,(B73+Ames 21785)BC4S2,Z032E0027,NULL,07PR151001A,17,57,5,1,12,B,NULL,Trial,packet # 66,10
08PT0180,.,08PT,(B73+Ames 21785)BC4S2,Z032E0080,NULL,07PR156501A,17,57,5,1,12,B,NULL,Trial,packet # 96,10
08PT0181,.,08PT,(B73+Ames 21785)BC4S2,Z032E0034,NULL,07PR151701A,17,56,1,2,12,B,NULL,Trial,packet # 70,10
08PT0182,.,08PT,(B73+Ames 21785)BC4S2,Z032E0092,NULL,07PR157801A,17,56,1,2,12,B,NULL,Trial,packet # 97,10
08PT0183,.,08PT,B73,NULL,NULL,07FG116101,17,55,1,2,12,B,NULL,Check,NULL,10
08PT0184,.,08PT,(B73+Ames 21785)BC4S2,Z032E0009,NULL,07PR149201A,17,55,1,2,12,B,NULL,Trial,packet # 54,10
08PT0185,.,08PT,(B73+Ames 21785)BC4S2,Z032E0072,NULL,07PR155601A,17,54,1,2,12,B,NULL,Trial,packet # 91,10
08PT0186,.,08PT,(B73+Ames 21785)BC4S2,Z032E0049,NULL,07PR153201A,17,54,1,2,12,B,NULL,Trial,packet # 79,10
08PT0187,.,08PT,(B73+Ames 21785)BC4S2,Z032E0021,NULL,07PR150401A,17,53,1,2,12,B,NULL,Trial,packet # 63,10
08PT0188,.,08PT,(B73+Ames 21785)BC4S2,Z032E0054,NULL,07PR153701A,17,53,1,2,12,B,NULL,Trial,packet # 81,10
08PT0189,.,08PT,(B73+Ames 21785)BC4S2,Z032E0037,NULL,07PR152001A,17,52,1,2,12,B,NULL,Trial,packet # 72,10
08PT0190,.,08PT,(B73+Ames 21785)BC4S2,Z032E0027,NULL,07PR151001A,17,52,1,2,12,B,NULL,Trial,packet # 66,10
08PT0191,.,08PT,B73,NULL,NULL,07FG116101,17,51,1,2,12,B,NULL,Check,NULL,10
08PT0192,.,08PT,(B73+Ames 21785)BC4S2,Z032E0064,NULL,07PR154801A,17,51,1,2,12,B,NULL,Trial,packet # 87,10
08PT0193,.,08PT,(B73+Ames 21785)BC4S2,Z032E0073,NULL,07PR155801A,17,50,2,2,12,B,NULL,Trial,packet # 92,10
08PT0194,.,08PT,B73,NULL,NULL,07FG116101,17,50,2,2,12,B,NULL,Check,NULL,10
08PT0195,.,08PT,(B73+Ames 21785)BC4S2,Z032E0060,NULL,07PR154301A,17,49,2,2,12,B,NULL,Trial,packet # 84,10
